Ref_Date,GEO,LEVEL,SOURCE,STATS,Value
2000,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,9
2005,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,16
2010,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,22
2000,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",5
2005,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",8
2010,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",8
2000,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),7700
2005,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11000
2010,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),10500
2000,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,46
2005,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,45
2010,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,57
2000,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),7000
2005,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),11700
2010,Quebec,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),9200
2000,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,50
2005,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,48
2010,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,45
2000,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",18
2005,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2010,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",23
2000,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),16100
2005,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),14800
2010,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),16800
2000,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,22
2005,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,30
2010,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,40
2000,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13700
2005,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),12300
2010,Quebec,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13300
2000,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,47
2005,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,43
2010,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,38
2000,Quebec,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",14
2005,Quebec,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",10
2010,Quebec,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",15
2000,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),14900
2005,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),13100
2010,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),13800
2000,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,23
2005,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,29
2010,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,35
2000,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),12800
2005,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),11000
2010,Quebec,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),11300
2000,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,9
2005,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,13
2010,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,17
2000,Quebec,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",16
2005,Quebec,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",16
2010,Quebec,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",11
2000,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11900
2005,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11500
2010,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),13200
2000,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,35
2005,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,41
2010,Quebec,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,53
2000,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),11900
2005,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10200
2010,Quebec,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10100
2000,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,56
2005,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,47
2010,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,58
2000,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",39
2005,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",31
2010,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",48
2000,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),27200
2005,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),20500
2010,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),41000
2000,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,23
2005,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,25
2010,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,27
2000,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),21100
2005,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),16800
2010,Quebec,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),F
2000,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,53
2005,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,40
2010,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,50
2000,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2005,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",25
2010,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",25
2000,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),17300
2005,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),17900
2010,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),17900
2000,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,23
2005,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,22
2010,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,24
2000,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),14100
2005,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),15100
2010,Quebec,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),14400
2000,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,19
2005,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,16
2010,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,31
2000,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",51
2005,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",15
2010,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",53
2000,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),31800
2005,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),15400
2010,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),45300
2000,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,38
2005,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,42
2010,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,53
2000,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),27500
2005,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),13700
2010,Quebec,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),F
2000,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,47
2005,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,45
2010,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,47
2000,Ontario,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",18
2005,Ontario,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",16
2010,Ontario,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2000,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),14800
2005,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),15000
2010,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),15700
2000,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,19
2005,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,21
2010,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,37
2000,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),12000
2005,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13400
2010,Ontario,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13700
2000,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,38
2005,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,32
2010,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,33
2000,Ontario,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",18
2005,Ontario,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",14
2010,Ontario,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",16
2000,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),15100
2005,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),13800
2010,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),15200
2000,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,16
2005,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,18
2010,Ontario,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,32
2000,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),12000
2005,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),12100
2010,Ontario,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),13100
2000,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,16
2005,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,22
2010,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,24
2000,Ontario,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",F
2005,Ontario,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",7
2010,Ontario,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",F
2000,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),7500
2005,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),10700
2010,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),10300
2000,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,42
2005,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,32
2010,Ontario,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,58
2000,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),7600
2005,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10600
2010,Ontario,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10000
2000,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,54
2005,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,53
2010,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,53
2000,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",40
2005,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",41
2010,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",46
2000,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),22700
2005,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),23700
2010,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),26900
2000,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,25
2005,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,34
2010,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,40
2000,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),18300
2005,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),21900
2010,Ontario,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),19000
2000,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,44
2005,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,40
2010,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,42
2000,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",42
2005,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",33
2010,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",42
2000,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),22100
2005,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),19400
2010,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),22400
2000,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,25
2005,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,37
2010,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,43
2000,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),17900
2005,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),17200
2010,Ontario,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),16100
2000,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,23
2005,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,30
2010,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,25
2000,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",11
2005,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",16
2010,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2000,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11700
2005,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),15600
2010,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),18900
2000,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,37
2005,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,39
2010,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,46
2000,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),11200
2005,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),17700
2010,Ontario,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),15400
2000,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,47
2005,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,49
2010,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,48
2000,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",39
2005,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",45
2010,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",53
2000,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),23900
2005,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),27800
2010,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),33000
2000,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,28
2005,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,33
2010,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,48
2000,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),21000
2005,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),23400
2010,Ontario,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),26100
2000,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,39
2005,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,32
2010,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,29
2000,Ontario,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",34
2005,Ontario,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",36
2010,Ontario,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",46
2000,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),20700
2005,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),22000
2010,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),24400
2000,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,30
2005,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,34
2010,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,52
2000,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),18900
2005,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),18200
2010,Ontario,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),20400
2000,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,19
2005,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,29
2010,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,30
2000,Ontario,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",25
2005,Ontario,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",33
2010,Ontario,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",38
2000,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),17100
2005,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),23000
2010,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),27600
2000,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,37
2005,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,34
2010,Ontario,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,50
2000,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),16400
2005,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),20100
2010,Ontario,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),23400
2000,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,43
2005,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,46
2010,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,34
2000,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",33
2005,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",45
2010,Ontario,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",47
